"02/09/2024","-42.64","*","","PURCHASE AUTHORIZED ON 02/09 LUCKY #773.SANT SANTA CLARA CA P000000787428137 CARD 7798"
"02/09/2024","-13.69","*","","PURCHASE AUTHORIZED ON 02/09 DOLLAR TR 10337 FOLSOM RANCHO CORDOV CA P000000574156466 CARD 8095"
"02/09/2024","-39.52","*","","PURCHASE AUTHORIZED ON 02/09 DOLLAR TR 10337 FOLSOM RANCHO CORDOV CA P000000574150435 CARD 8095"
"02/09/2024","-4.25","*","","PURCHASE AUTHORIZED ON 02/08 STARBUCKS 800-782- 800-782-7282 WA S584040047509049 CARD 7798"
"02/09/2024","-8.69","*","","PURCHASE AUTHORIZED ON 02/08 eBay O*12-11157-69 San Jose CA S384039613606494 CARD 7798"
"02/09/2024","-235.95","*","","PURCHASE AUTHORIZED ON 02/07 PROONE WATER FILTE 248-255-0200 MI S384039237230249 CARD 7798"
"02/09/2024","-11.67","*","","PURCHASE AUTHORIZED ON 02/07 KAISER CPP PHARM 2 888-218-6245 CA S384039135622822 CARD 8095"
"02/09/2024","-11.91","*","","PURCHASE AUTHORIZED ON 02/07 IN-N-OUT FREMONT FREMONT CA S384038752324868 CARD 7798"
"02/08/2024","-38.72","*","","PURCHASE AUTHORIZED ON 02/08 SHELL SERVICE STATION FREMONT CA P384040045474663 CARD 7798"
"02/08/2024","-27.17","*","","PURCHASE AUTHORIZED ON 02/07 MCDONALD'S F5062 SACRAMENTO CA S464039191748174 CARD 8095"
"02/08/2024","-4.25","*","","PURCHASE AUTHORIZED ON 02/07 STARBUCKS 800-782- 800-782-7282 WA S464038588397763 CARD 7798"
"02/08/2024","-21.74","*","","PURCHASE AUTHORIZED ON 02/07 Amazon.com*RB9UL4E Amzn.com/bill WA S584038301612960 CARD 8095"
"02/08/2024","-11.91","*","","PURCHASE AUTHORIZED ON 02/06 IN-N-OUT FREMONT FREMONT CA S464037733932135 CARD 7798"
"02/08/2024","-399.00","*","","RECURRING PAYMENT AUTHORIZED ON 02/06 VERIZONWRLSS*RTCCR 800-922-0204 FL S584037671724724 CARD 7798"
"02/08/2024","-399.61","*","","RECURRING PAYMENT AUTHORIZED ON 02/06 VERIZONWRLSS*RTCCR 800-922-0204 FL S464037670475237 CARD 7798"
"02/08/2024","-20.00","*","","ONLINE TRANSFER TO HUR M EVERYDAY CHECKING XXXXXX1954 REF #IB0M6G6L3W ON 02/07/24"
"02/07/2024","0.02","*","","INTEREST PAYMENT"
"02/07/2024","-100.00","*","","RECURRING TRANSFER TO HUR D REF #OP0M66KKR7 SAVINGS WEEKLY SAVINGS"
"02/07/2024","-18.47","*","","PURCHASE AUTHORIZED ON 02/06 HANKOOK SUPERMA SUNNYVALE CA P000000784119071 CARD 7798"
"02/07/2024","-4.25","*","","PURCHASE AUTHORIZED ON 02/06 STARBUCKS 800-782- 800-782-7282 WA S304037639464595 CARD 7798"
"02/06/2024","-7.74","*","","PURCHASE AUTHORIZED ON 02/05 LUCKY #773.SANT SANTA CLARA CA P000000072653417 CARD 7798"
"02/05/2024","-26.27","*","","PURCHASE AUTHORIZED ON 02/05 ARCO#07029ARCO RANCHO CORDOV CA P000000679393731 CARD 7798"
"02/05/2024","-22.35","*","","PURCHASE AUTHORIZED ON 02/04 TARGET T- 430 Blue Rav Folsom CA P000000339152567 CARD 7798"
"02/05/2024","-9.99","*","","RECURRING PAYMENT AUTHORIZED ON 02/04 APPLE.COM/BILL 866-712-7753 CA S304035690964073 CARD 7798"
"02/05/2024","-122.84","*","","PURCHASE AUTHORIZED ON 02/03 EXPEDIA 7275214216 EXPEDIA.COM WA S384035197804944 CARD 8095"
"02/05/2024","-122.84","*","","PURCHASE AUTHORIZED ON 02/03 EXPEDIA 7275213912 EXPEDIA.COM WA S584035195455395 CARD 8095"
"02/05/2024","-17.38","*","","PURCHASE AUTHORIZED ON 02/03 Amazon.com*RB2O72L Amzn.com/bill WA S304035171579497 CARD 7798"
"02/05/2024","-13.99","*","","RECURRING PAYMENT AUTHORIZED ON 02/03 GOOGLE *YouTubePre g.co/helppay# CA S464035163366728 CARD 7798"
"02/05/2024","-65.18","*","","PURCHASE AUTHORIZED ON 02/03 ARCO#07029ARCO RANCHO CORDOV CA P000000979537218 CARD 7798"
"02/05/2024","-110.84","*","","PURCHASE AUTHORIZED ON 02/03 ROSS STORES #1365 RNCHO CORDOVA CA P000000875605316 CARD 8095"
"02/05/2024","-5.05","*","","PURCHASE AUTHORIZED ON 02/03 STARBUCKS STORE 05 RANCHO CORDOV CA S304034853668799 CARD 8095"
"02/05/2024","-0.50","*","","RECURRING PAYMENT AUTHORIZED ON 02/03 STARBUCKS 800-782- 800-782-7282 WA S584034701537241 CARD 7798"
"02/05/2024","-4.45","*","","PURCHASE AUTHORIZED ON 02/03 STARBUCKS 800-782- 800-782-7282 WA S584034657182852 CARD 7798"
"02/05/2024","-4.25","*","","PURCHASE AUTHORIZED ON 02/02 STARBUCKS STORE 05 RANCHO CORDOV CA S464034083766939 CARD 8095"
"02/05/2024","-4.45","*","","RECURRING PAYMENT AUTHORIZED ON 02/02 STARBUCKS 800-782- 800-782-7282 WA S464034062892548 CARD 7798"
"02/05/2024","-29.75","*","","PURCHASE AUTHORIZED ON 02/02 SHELL OIL 57444212 FREMONT CA S464034023601183 CARD 7798"
"02/05/2024","-48.13","*","","PURCHASE AUTHORIZED ON 02/02 VONS CHICKEN RANCH ROCKLIN CA S304033819545274 CARD 8095"
"02/05/2024","-11.91","*","","PURCHASE AUTHORIZED ON 02/02 IN-N-OUT FREMONT FREMONT CA S384033730661053 CARD 7798"
"02/05/2024","-4.25","*","","RECURRING PAYMENT AUTHORIZED ON 02/02 STARBUCKS 800-782- 800-782-7282 WA S584033580824587 CARD 7798"
"02/05/2024","-4.45","*","","RECURRING PAYMENT AUTHORIZED ON 02/01 STARBUCKS 800-782- 800-782-7282 WA S384032802987822 CARD 7798"
"02/05/2024","-272.66","*","","PURCHASE AUTHORIZED ON 02/01 FREEDOMROAD FINANC 630-413-1057 IL S464032741037653 CARD 7798"
"02/05/2024","130.00","*","","MOBILE DEPOSIT : REF NUMBER :022040926566"
"02/02/2024","-16.90","*","","PURCHASE AUTHORIZED ON 02/02 RALEY S #440 4030 SUNRISE RANCHO CORDOV CA P304034065523659 CARD 8095"
"02/02/2024","-21.76","*","","PURCHASE AUTHORIZED ON 02/01 SPROUTS FARMERS MKT#216 SUNNYVALE CA P304033134126220 CARD 7798"
"02/02/2024","-0.50","*","","PURCHASE AUTHORIZED ON 02/01 STARBUCKS 800-782- 800-782-7282 WA S384033018843168 CARD 7798"
"02/02/2024","-105.00","*","","PURCHASE AUTHORIZED ON 02/01 TECHNIQUE GYMNASTI 916-635-7900 CA S464032762797178 CARD 8095"
"02/02/2024","-4.45","*","","PURCHASE AUTHORIZED ON 02/01 STARBUCKS 800-782- 800-782-7282 WA S584032737365302 CARD 7798"
"02/02/2024","-150.52","*","","RECURRING PAYMENT AUTHORIZED ON 02/01 GEICO *AUTO 800-841-3000 DC S384032574304849 CARD 7798"
"02/02/2024","-11.91","*","","PURCHASE AUTHORIZED ON 01/31 IN-N-OUT FREMONT FREMONT CA S384031751383863 CARD 7798"
"02/02/2024","3439.46","*","","HYVE SOLUTIONS C PAYROLL 240202 2402021348622 DANNY HUR"
"02/01/2024","-40.86","*","","PURCHASE AUTHORIZED ON 01/31 LUCKY #773.SANT SANTA CLARA CA P000000382818057 CARD 7798"
"02/01/2024","-24.06","*","","PURCHASE AUTHORIZED ON 01/31 MISSION PIPE SHOP SAN JOSE CA S304032081329451 CARD 7798"
"02/01/2024","-36.46","*","","PURCHASE AUTHORIZED ON 01/31 COSTCO WHSE #0438 RANCHO CORDOV CA P304032077642467 CARD 8095"
"02/01/2024","-5.43","*","","PURCHASE AUTHORIZED ON 01/31 AMZN Mktp US*R071M Amzn.com/bill WA S464031730771471 CARD 7798"
"02/01/2024","-11.91","*","","PURCHASE AUTHORIZED ON 01/30 IN-N-OUT FREMONT FREMONT CA S584030740253588 CARD 7798"
"02/01/2024","-4.25","*","","RECURRING PAYMENT AUTHORIZED ON 01/30 STARBUCKS 800-782- 800-782-7282 WA S584030587349796 CARD 7798"
